Показатель	Страна	Год	Краткий обзор стран
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Соединенные Штаты Америки	2013	53110
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Соединенные Штаты Америки	2014	54941
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Соединенные Штаты Америки	2015	56906
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Соединенные Штаты Америки	2016	58027
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Соединенные Штаты Америки	2017	60030
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Соединенные Штаты Америки	2018	62837
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Соединенные Штаты Америки	2019	64969
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Соединенные Штаты Америки	2020	63544
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Соединенные Штаты Америки	2021	69851
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Соединенные Штаты Америки	2022	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Соединенные Штаты Америки	2023	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	1990	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	1991	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	1992	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	1993	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	1994	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	1995	1034
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	1996	866
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	1997	884
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	1998	930
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	1999	964
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	2000	1053
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	2001	1160
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	2002	1281
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	2003	1422
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	2004	1579
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	2005	1702
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	2006	1838
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	2007	1992
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	2008	2144
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	2009	2193
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	2010	2312
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	2011	2478
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	2012	2731
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	2013	3029
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	2014	3331
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	2015	3116
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	2016	3089
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	2017	3238
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	2018	3494
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	2019	3744
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	2020	3880
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	2021	4424
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	2022	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Таджикистан	2023	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	1990	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	1991	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	1992	2061
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	1993	2642
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	1994	2216
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	1995	2054
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	1996	1915
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	1997	1698
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	1998	1815
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	1999	2118
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	2000	2494
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	2001	3012
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	2002	3598
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	2003	4252
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	2004	5064
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	2005	5841
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	2006	6607
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	2007	7448
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	2008	8602
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	2009	9071
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	2010	9900
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	2011	11444
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	2012	12279
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	2013	13046
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	2014	13896
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	2015	13691
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	2016	13862
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	2017	14200
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	2018	15193
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	2019	17283
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	2020	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	2021	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	2022	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Туркменистан	2023	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	1990	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	1991	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	1992	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	1993	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	1994	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	1995	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	1996	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	1997	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	1998	8937
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	1999	8625
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	2000	9479
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	2001	9146
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	2002	9279
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	2003	9588
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	2004	10875
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	2005	11911
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	2006	13623
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	2007	14845
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	2008	16038
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	2009	15454
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	2010	17360
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	2011	19591
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	2012	20627
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	2013	22373
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	2014	24105
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	2015	25856
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	2016	26696
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	2017	28193
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	2018	28285
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	2019	27585
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	2020	28445
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	2021	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	2022	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Турция	2023	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	1990	2520
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	1991	2509
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	1992	2231
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	1993	2187
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	1994	2077
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	1995	2062
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	1996	2099
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	1997	2209
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	1998	2295
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	1999	2393
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	2000	2507
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	2001	2639
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	2002	2756
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	2003	2898
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	2004	3164
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	2005	3450
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	2006	3775
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	2007	4189
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	2008	4592
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	2009	4923
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	2010	5632
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	2011	6090
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	2012	6313
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	2013	6565
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	2014	6779
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	2015	6750
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	2016	6884
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	2017	6943
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	2018	7418
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	2019	7888
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	2020	8023
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	2021	8863
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	2022	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Узбекистан	2023	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	1990	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	1991	5796
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	1992	6478
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	1993	5831
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	1994	4595
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	1995	4153
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	1996	3856
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	1997	3839
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	1998	3841
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	1999	3909
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	2000	4125
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	2001	4651
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	2002	5007
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	2003	5635
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	2004	6515
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	2005	6964
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	2006	7757
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	2007	8641
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	2008	9027
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	2009	7806
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	2010	8245
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	2011	8910
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	2012	9343
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	2013	10692
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	2014	10457
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	2015	10164
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	2016	11148
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	2017	11861
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	2018	12632
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	2019	13345
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	2020	13087
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	2021	14197
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	2022	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Украина	2023	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	1990	18137
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	1991	17550
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	1992	17261
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	1993	17469
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	1994	18469
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	1995	19577
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	1996	20082
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	1997	21795
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	1998	23577
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	1999	24767
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	2000	26785
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	2001	27796
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	2002	28605
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	2003	29052
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	2004	31202
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	2005	32052
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	2006	34455
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	2007	37838
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	2008	40083
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	2009	37972
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	2010	38956
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	2011	40917
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	2012	40873
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	2013	41493
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	2014	41750
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	2015	42490
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	2016	44934
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	2017	47570
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	2018	49573
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	2019	50323
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	2020	50935
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	2021	54571
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	2022	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Финляндия	2023	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	1990	17636
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	1991	18332
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	1992	18955
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	1993	19199
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	1994	19997
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	1995	20771
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	1996	21357
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	1997	22247
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	1998	23363
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	1999	24311
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	2000	26095
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	2001	27494
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	2002	28528
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	2003	28177
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	2004	29065
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	2005	30504
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	2006	32474
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	2007	34128
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	2008	35103
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	2009	34686
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	2010	35912
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	2011	37448
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	2012	37684
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	2013	39529
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	2014	40144
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	2015	40830
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	2016	42856
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	2017	44445
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	2018	46337
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	2019	48705
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	2020	46864
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	2021	50555
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	2022	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Франция	2023	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	1990	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	1991	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	1992	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	1993	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	1994	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	1995	1068
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	1996	1168
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	1997	1265
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	1998	1312
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	1999	1319
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	2000	1416
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	2001	1546
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	2002	1694
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	2003	1817
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	2004	1949
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	2005	2051
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	2006	2340
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	2007	2596
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	2008	2791
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	2009	2690
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	2010	2666
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	2011	2803
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	2012	2852
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	2013	2946
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	2014	2976
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	2015	3101
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	2016	3363
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	2017	3615
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	2018	3843
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	2019	4073
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	2020	3873
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	2021	4502
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	2022	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Хорватия	2023	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Черногория	1990	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Черногория	1991	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Черногория	1992	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Черногория	1993	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Черногория	1994	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Черногория	1995	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Черногория	1996	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Черногория	1997	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Черногория	1998	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Черногория	1999	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Черногория	2000	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Черногория	2001	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Черногория	2002	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Черногория	2003	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Черногория	2004	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Черногория	2005	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Черногория	2006	10417
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Черногория	2007	12404
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Черногория	2008	13754
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Черногория	2009	12968
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Черногория	2010	13579
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Черногория	2011	14399
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Черногория	2012	13785
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Черногория	2013	14793
